,Sample of the book,Book_name
52,advise restrain father live month marriage regiment east indie fall remain england perhaps meant promote happiness remove year purpose procure exchange shock marriage give continued voice great agitation trifle weight nothing felt heard two year afterwards divorce threw gloom even recollection suffer say rise hastily walk minute room elinor affected relation still distress speak saw concern come take hand press kiss grateful respect minute silent exertion enable proceed composure nearly three year unhappy period return england first care arrive course seek search fruitless melancholy trace beyond first seducer every reason fear remove sink deeper life sin legal allowance adequate fortune sufficient comfortable maintenance learnt brother power receive make month another person imagine calmly imagine extravagance consequent distress oblige dispose immediate relief last however six month england find regard former servant since fall misfortune carry visit spunging house confine debt house similar confinement unfortunate sister alter fade worn acute suffer every ,0
424,might shall admire valour heroick virtue call overcome battle subdue nation bring home spoil infinite man slaughter shall held high pitch human glory glory do triumph style great conquerours patron mankind god son god destroyer rightlier call plague men thus fame shall achieve renown earth merit fame silence hid seventh thee thou beheldst righteous world preverse therefore hat therefore beset foe dare single utter odious truth god come judge saint high rapt balmy cloud wing steed thou sawest receive walk god high salvation clime bliss exempt death show thee reward awaits good rest punishment direct thine eye soon behold look saw face thing quite change brazen throat war cease roar turn jollity game luxury riot feast dance marry prostitute befel rape adultery passing fair allure thence cup civil broil length reverend sire among come doings great dislike declare testify way oft frequent assembly whereso met triumph festival preach conversion repentance ,4
450,victor heel redeems death like sleep gentle waft immortal life resurrection shall stay longer earth certain time appear disciple men life still follow shall leave charge teach nation learn salvation shall believe baptizing profluent stream sign wash guilt sin life pure mind prepared befall death like redeemer die nation shall teach day son abraham loin salvation shall preach son abraham faith wherever world seed nation shall blest heaven heaven shall ascend victory triumph air foe thine shall surprise serpent prince air drag chain realm confound leave enter glory resume seat god right hand exalt high name heaven thence shall come world dissolution shall ripe glory power judge quick dead judge unfaithful dead reward faithful receive bliss whether heaven earth earth shall paradise far happier place eden far happier day spake arch angel michael pause world great period sire replete joy wonder thus reply goodness infinite goodness immense good evil shall ,4
434,noontide air thus spake throne imperial power offspring heaven ethereal virtue title must renounce change style call prince hell popular vote incline continue build grow empire doubtless dream know king heaven hath doom place dungeon safe retreat beyond potent arm live exempt heaven high jurisdiction new league band throne remain strictest bondage though thus far remove th inevitable curb reserve captive multitude sure height depth still first last reign sole king kingdom lose part revolt hell extend empire iron sceptre rule golden heaven sit project peace war war hath determine foil loss irreparable term peace yet none vouchsafed sought peace give enslave custody severe stripe arbitrary punishment inflict peace return power hostility hate untamed reluctance revenge though slow yet plot conqueror least may reap conquest may least rejoice suffer feel occasion want shall need dangerous expedition invade heaven whose high wall fear assault siege ambush deep find easy enterprise place ,4
487,snow sky various face begin show mountain wind blow moist keen shatter graceful lock fair spread tree bid seek well shroud well warmth cherish limb benummed ere diurnal star leave cold night gather beam reflect may matter sere foment collision two body grind air attrite fire late cloud justling push wind rude shock tine slant lightning whose thwart flame driven kindles gummy bark fir pine sends comfortable heat far might supply sun fire use may else remedy cure evil misdeed wrought instruct pray grace beseeching need fear pas commodiously life sustain many comfort till end dust final rest native home well place repair judged prostrate fall reverent confess humbly fault pardon beg tear water ground sigh air frequent sent heart contrite sign sorrow unfeigned humiliation meek book xi undoubtedly relent turn displeasure whose look serene angry seem severe else favour grace mercy shone spake father penitent eve felt less remorse ,4
204,besides jacob son wife soul threescore six son joseph born egypt two soul soul house jacob come egypt threescore ten sent judah unto joseph direct face unto goshen come land goshen joseph make ready chariot go meet israel father goshen present unto fell neck wept neck good israel say unto joseph let die since see thy face thou art yet alive joseph say unto brother unto father house go shew pharaoh say unto brother father house land canaan come unto men shepherd trade hath feed cattle brought flock herd shall come pas pharaoh shall call shall say occupation ye shall say thy servant trade hath cattle youth even also father ye may dwell land goshen every shepherd abomination unto egyptian joseph come told pharaoh say father brother flock herd come land canaan behold land goshen take brother even five men present unto pharaoh pharaoh say unto brother occupation say unto ,1
588,dream oft wont thee work day past morrow next design offence trouble mind knew till irksome night methought close mine ear one call forth walk gentle voice thought thine say sleepest thou eve pleasant time cool silent save silence yield night warble bird awake tune sweetest love labour song reign full orbed moon please light shadowy set face thing vain none regard heaven wake eye behold thee nature desire whose sight thing joy ravishment attract thy beauty still gaze rise thy call found thee find thee direct walk methought alone pass way brought sudden tree interdict knowledge fair seem much fairer fancy day wonder look beside stood one shape wing like one heaven oft see dewy lock distil ambrosia tree also gaze fair plant say fruit surcharge deigns none ease thy load taste thy sweet god man knowledge despise envy reserve forbids taste forbid none shall withhold longer thy offer ,4
926,tower father brown whether mere touch dry land interest something bank river star hard second seem singularly improve briskness enter wooded avenue two fence thin greyish wood often enclose park garden top dark tree toss fro like black purple plume upon hearse giant tower left behind look quainter entrance usually flank two tower one look lopsided avenue usual appearance entrance gentleman ground curve house sight somehow look much large park plantation island really father brown perhaps little fanciful fatigue almost thought whole place must grow large thing nightmare anyhow mystical monotony character march fanshaw suddenly stop point something stick grey fence something look first rather like imprison horn beast closer observation show slightly curve blade metal shone faintly fading light flambeau like frenchman soldier bent say startle voice sabre believe know sort heavy curve shorter cavalry use artillery spoke blade plucked crack make come ponderous slash splitting fissiparous fence bottom ,2
526,long succession must ensue next son wealth wisdom famed cloud ark god till tent wander shall glorious temple enshrine follow shall register part good part bad bad longer scroll whose foul idolatry fault heaped popular sum incense god leave expose land city temple holy ark sacred thing scorn prey proud city whose high wall thou sawest left confusion babylon thence call captivity let dwell space seventy year brings back remember mercy covenant sworn david stablished day heaven return babylon leave king lord god dispose house god first edify mean estate live moderate till grown wealth multitude factious grow first among priest dissention spring men attend altar endeavour peace strife pollution brings upon temple last seise scepter regard david son lose stranger true anoint king messiah might born bar right yet birth star unseen heaven proclaims come guide eastern sage inquire place offer incense myrrh gold place birth solemn angel tell ,4
249,yoke burden staff shoulder rod oppressor day midian every battle warrior confuse noise garment roll blood shall burning fuel fire unto child born unto son give government shall upon shoulder name shall call wonderful counsellor mighty god everlasting father prince peace increase government peace shall end upon throne david upon kingdom order establish judgment justice henceforth even zeal lord host perform lord sent word jacob hath light upon israel people shall know even ephraim inhabitant samaria say pride stoutness heart brick fall build hewn stone sycomores cut change cedar therefore lord shall set adversary rezin join enemy together syrian philistine behind shall devour israel open mouth anger turn away hand stretch still people turneth unto smiteth neither seek lord host therefore lord cut israel head tail branch rush one day ancient honourable head prophet teacheth lie tail leader people cause err lead destroyed therefore lord shall joy young men neither ,1
814,mean mean man comically ill fitting clothes saw run across plough field well go investigate rather impatient get back champagne ran away hurry convict gun hove sight seriously mean begin official look mr usher say father brown quietly say machine make mistake one sense machine machine work assume man rag jumped name lord falconroy lord falconroy murderer jumped name lord falconroy lord falconroy blaze say demand star usher felt plight recent panic hardly patrician reply priest try keep name back first go tell father brown look boot woman found another name mad say say greywood usher white lord falconroy drugger davis priest look earnestly baffling undecipherable face say anything say leave rest pink paper say title recently revive paper unreliable say state youth whole story seem strange davis falconroy pretty considerable coward lot men hang dog opinion think go softly reflectively think american modest think idealize english aristocracy even assume ,2
